case_status,application_date,decision_date,processing_office,applicant_country,applicant_age,education_level,job_title,occupation_category,prevailing_wage,wage_category,full_time_position,processing_time,season
C,2022-04-17,2022-06-11,NEBRASKA SERVICE CENTER,INDIA,35.0,MASTER'S,TECHNOLOGY ANALYST - US,IT,57533.0,LOW,Y,55,Spring
C,2022-01-04,2022-01-17,VERMONT SERVICE CENTER,INDIA,59.0,DOCTORATE,MECHANICAL ENGINEERS - II,IT,81203.0,MEDIUM,N,13,Winter
C,2022-07-27,2022-08-27,POTOMAC SERVICE CENTER,CANADA,58.0,MASTER'S,VICE PRESIDENT; CONSULTANT - APPS PROG,IT,79477.0,MEDIUM,Y,31,Summer
W,2022-05-14,2022-06-05,VERMONT SERVICE CENTER,INDIA,34.0,MASTER'S,APPLICATION DESIGNER,IT,72342.0,MEDIUM,Y,22,Spring
C,2022-08-05,2022-08-31,VERMONT SERVICE CENTER,INDIA,42.0,MASTER'S,TECHNOLOGY ANALYST - US,ENGINEERING,57533.0,LOW,Y,26,Summer
C,2022-08-21,2022-10-04,POTOMAC SERVICE CENTER,INDIA,29.0,MASTER'S,AVP; CONSULTANT - SYSTEM ENG,IT,104125.0,HIGH,Y,44,Summer
CW,2022-04-08,2022-04-29,VERMONT SERVICE CENTER,INDIA,49.0,MASTER'S,SEMICONDUCTOR DESIGN ENGINEER,FINANCE,99882.0,MEDIUM,Y,21,Spring
C,2022-07-18,2022-08-07,NEBRASKA SERVICE CENTER,CANADA,41.0,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,FINANCE,57533.0,LOW,Y,20,Summer
C,2022-01-31,2022-03-23,TEXAS SERVICE CENTER,INDIA,55.0,DOCTORATE,STATISTICIAN,IT,23.91,LOW,Y,51,Winter
C,2022-01-20,2022-03-17,CALIFORNIA SERVICE CENTER,INDIA,37.0,BACHELOR'S,SYSTEM ARCHITECT - III,IT,79477.0,MEDIUM,Y,56,Winter
C,2022-03-03,2022-03-18,POTOMAC SERVICE CENTER,INDIA,44.0,MASTER'S,SR. SQA TEST ENGINEER,FINANCE,97365.0,MEDIUM,Y,15,Spring
C,2022-02-01,2022-03-02,POTOMAC SERVICE CENTER,INDIA,31.0,BACHELOR'S,AVP; LEAD CNSLT - TECH APP ENGIN,IT,125549.0,HIGH,N,29,Winter
C,2022-07-18,2022-07-28,POTOMAC SERVICE CENTER,PHILIPPINES,41.0,MASTER'S,TECHNOLOGY LEAD - US,IT,76170.0,MEDIUM,Y,10,Summer
C,2022-07-11,2022-08-08,TEXAS SERVICE CENTER,INDIA,35.0,MASTER'S,DEVELOPER USER INTERFACE,IT,54974.0,LOW,Y,28,Summer
C,2022-06-01,2022-07-11,POTOMAC SERVICE CENTER,INDIA,41.0,BACHELOR'S,DEVELOPER,IT,74630.0,MEDIUM,N,40,Summer
D,2022-12-15,2023-01-09,TEXAS SERVICE CENTER,INDIA,38.0,MASTER'S,BI ANALYST,IT,43722.0,LOW,Y,25,Winter
C,2022-02-19,2022-04-18,POTOMAC SERVICE CENTER,CHINA,42.0,MASTER'S,TECHNOLOGY ANALYST - US - PROFESSIONAL,IT,57533.0,LOW,Y,58,Winter
C,2022-02-09,2022-03-08,POTOMAC SERVICE CENTER,CHINA,51.0,MASTER'S,QUALITY ASSURANCE TESTER,IT,97365.0,MEDIUM,N,27,Winter
C,2022-04-29,2022-06-03,NEBRASKA SERVICE CENTER,INDIA,26.0,BACHELOR'S,VP; CNSLT-APPS PROG,MEDICAL,42.9,LOW,N,35,Spring
C,2022-06-18,2022-07-06,TEXAS SERVICE CENTER,CANADA,48.0,BACHELOR'S,CHANGE CONTROL MANAGER,ENGINEERING,79477.0,MEDIUM,Y,18,Summer
C,2022-08-24,2022-09-26,POTOMAC SERVICE CENTER,INDIA,30.0,BACHELOR'S,SOFTWARE DEVELOPER,IT,75941.0,MEDIUM,Y,33,Summer
C,2022-06-05,2022-07-11,POTOMAC SERVICE CENTER,INDIA,34.0,MASTER'S,FUSION ALGORITHM DEVELOPMENT ENGINEER,IT,62941.0,MEDIUM,Y,36,Summer
C,2022-02-07,2022-02-19,POTOMAC SERVICE CENTER,MEXICO,56.0,MASTER'S,CONSULTANT,OTHER,61610.0,MEDIUM,Y,12,Winter
C,2022-07-15,2022-07-31,TEXAS SERVICE CENTER,INDIA,33.0,DOCTORATE,TEST ANALYST - US - PROFESSIONAL,IT,43722.0,LOW,Y,16,Summer
C,2022-10-27,2022-11-29,CALIFORNIA SERVICE CENTER,CHINA,32.0,MASTER'S,APPLICATION ARCHITECT,IT,93163.0,MEDIUM,Y,33,Fall
C,2022-05-07,2022-05-28,TEXAS SERVICE CENTER,INDIA,57.0,BACHELOR'S,DEVELOPER USER INTERFACE,IT,70429.0,MEDIUM,Y,21,Spring
C,2022-04-23,2022-05-11,CALIFORNIA SERVICE CENTER,INDIA,51.0,MASTER'S,SENIOR SOFTWARE DEVELOPER,IT,89232.0,MEDIUM,N,18,Spring
C,2022-01-12,2022-02-01,POTOMAC SERVICE CENTER,INDIA,45.0,MASTER'S,FUSION ALGORITHM DEVELOMENT ENGINEER,IT,68640.0,MEDIUM,Y,20,Winter
C,2022-06-20,2022-07-19,NEBRASKA SERVICE CENTER,INDIA,23.0,MASTER'S,JUNIOR ENGINEERING DESIGNER,OTHER,23.29,LOW,N,29,Summer
C,2022-07-23,2022-09-20,POTOMAC SERVICE CENTER,INDIA,27.0,BACHELOR'S,QA ENGINEER,FINANCE,79477.0,MEDIUM,Y,59,Summer
C,2022-03-05,2022-03-27,TEXAS SERVICE CENTER,INDIA,24.0,MASTER'S,BI ANALYST,OTHER,43722.0,LOW,Y,22,Spring
C,2022-04-30,2022-06-08,POTOMAC SERVICE CENTER,PHILIPPINES,41.0,BACHELOR'S,SENIOR SOFTWARE DEVELOPER,ENGINEERING,93163.0,MEDIUM,N,39,Spring
C,2022-10-20,2022-10-31,CALIFORNIA SERVICE CENTER,INDIA,54.0,MASTER'S,TECHNOLOGY ANALYST - US,IT,57533.0,LOW,Y,11,Fall
C,2022-01-26,2022-02-20,POTOMAC SERVICE CENTER,SOUTH KOREA,55.0,BACHELOR'S,AVP; CNSLT - APPS PROG,IT,53.07,LOW,N,25,Winter
C,2022-07-06,2022-08-27,TEXAS SERVICE CENTER,PHILIPPINES,41.0,MASTER'S,PRINCIPAL CI/JAVASCRIPT DEVELOPER,FINANCE,138902.0,HIGH,Y,52,Summer
C,2022-03-24,2022-05-17,NEBRASKA SERVICE CENTER,INDIA,44.0,DOCTORATE,DEPLOYMENT ENGINEER,IT,62712.0,MEDIUM,Y,54,Spring
C,2022-09-04,2022-10-22,VERMONT SERVICE CENTER,INDIA,43.0,BACHELOR'S,SENIOR QUALITY ASSURANCE ANALYST,EDUCATION,61610.0,MEDIUM,N,48,Fall
C,2022-11-28,2022-12-16,POTOMAC SERVICE CENTER,PHILIPPINES,46.0,MASTER'S,COMPUTER SYSTEMS ENGINEERS,IT,21.02,LOW,Y,18,Fall
C,2022-06-09,2022-06-23,POTOMAC SERVICE CENTER,CHINA,39.0,MASTER'S,SR. PRINCIPAL ENGINEER,FINANCE,125549.0,HIGH,Y,14,Summer
C,2022-11-21,2022-12-25,CALIFORNIA SERVICE CENTER,INDIA,45.0,MASTER'S,SOFTWARE DEVELOPER APPLICATION,IT,107390.0,HIGH,Y,34,Fall
C,2022-08-19,2022-09-11,NEBRASKA SERVICE CENTER,INDIA,32.0,BACHELOR'S,COMPUTER SYSTEMS ANALYST,EDUCATION,57533.0,LOW,Y,23,Summer
C,2022-12-03,2023-01-09,TEXAS SERVICE CENTER,INDIA,24.0,MASTER'S,CNSLT - APPS PROG,ENGINEERING,89232.0,MEDIUM,Y,37,Winter
C,2022-07-13,2022-07-26,VERMONT SERVICE CENTER,INDIA,32.0,MASTER'S,SENIOR TECHNOLOGY ARCHITECT - US,ENGINEERING,102003.0,HIGH,N,13,Summer
